,,,,,
"Środa,
28 paź 28 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","9°C 3°C","1006.92 hPa","15.25km/h,
połud.-wsch.","brak opadów"
"Czwartek,
29 paź 29 dane archiwalne ","częściowe zachmurzenie / brak opadów","8°C 4°C","1004.25 hPa","20km/h,
połud.-wsch.","brak opadów"
"Piątek,
30 paź 30 dane archiwalne ","częściowe zachmurzenie / brak opadów","10°C 3°C","1010.92 hPa","10km/h,
wschodni","brak opadów"
"Sobota,
31 paź 31 dane archiwalne ","zachmurzenie małe / brak opadów","10°C 4°C","1018.58 hPa","14.25km/h,
połud.-wsch.","brak opadów"
"Niedziela,
01 lis 01 dane archiwalne ","pochmurnie / brak opadów","12°C 5°C","1014.92 hPa","22.75km/h,
połud.-zach.","brak opadów"
"Poniedziałek,
02 lis 02 dane archiwalne ","niebo niewidoczne / brak opadów","11°C 6°C","1010.58 hPa","17km/h,
zachodni","brak opadów"
"Wtorek,
03 lis 03 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","11°C 7°C","1008.25 hPa","11.5km/h,
połud.-zach.","brak opadów"
"Środa,
04 lis 04 dane archiwalne ","bezchmurnie / brak opadów","8°C 3°C","1002.58 hPa","10km/h,
zachodni","brak opadów"
"Czwartek,
05 lis 05 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","7°C 2°C","1005.58 hPa","8.25km/h,
południowy","bez istotnych opadów"
"Piątek,
06 lis 06 dane archiwalne ","pochmurnie / bez istotnych opadów","6°C 3°C","1006.58 hPa","13.25km/h,
południowy","bez istotnych opadów"
"Sobota,
07 lis 07 dane archiwalne ","niebo niewidoczne / niewielki deszcz","10°C 4°C","1003.25 hPa","16km/h,
południowy","niewielki deszcz"
"Niedziela,
08 lis 08 dane archiwalne ","pochmurnie / niewielki deszcz","12°C 10°C","998.59 hPa","32.5km/h,
zachodni","niewielki deszcz"
"Poniedziałek,
09 lis 09 dane archiwalne ","niebo niewidoczne / opady deszczu","11°C 6°C","999.25 hPa","21.5km/h,
połud.-zach.","opady deszczu"
"Wtorek,
10 lis 10 dane archiwalne ","niebo niewidoczne / opady deszczu","13°C 8°C","990.25 hPa","30.5km/h,
zachodni","opady deszczu"
"Środa,
11 lis 11 dane archiwalne ","pochmurnie / niewielki deszcz","13°C 12°C","994.25 hPa","30.25km/h,
zachodni","niewielki deszcz"
"Czwartek,
12 lis 12 dane archiwalne ","niebo niewidoczne / niewielki deszcz","12°C 11°C","997.91 hPa","27km/h,
zachodni","niewielki deszcz"
"Piątek,
13 lis 13 dane archiwalne ","pochmurnie / brak opadów","9°C 7°C","1003.25 hPa","22.5km/h,
połud.-zach.","brak opadów"
"Sobota,
14 lis 14 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","7°C 8°C","994.25 hPa","31.75km/h,
zachodni","niewielki deszcz"
"Niedziela,
15 lis 15 dane archiwalne ","pochmurnie / bez istotnych opadów","7°C 5°C","989.92 hPa","24.25km/h,
połud.-zach.","bez istotnych opadów"
"Poniedziałek,
16 lis 16 dane archiwalne ","częściowe zachmurzenie / brak opadów","6°C 3°C","991.59 hPa","15.25km/h,
połud.-zach.","brak opadów"
"Wtorek,
17 lis 17 dane archiwalne ","niebo niewidoczne / opady deszczu","10°C 5°C","989.92 hPa","22.75km/h,
połud.-zach.","opady deszczu"
"Środa,
18 lis 18 dane archiwalne ","niebo niewidoczne / niewielki deszcz","12°C 9°C","980.59 hPa","28km/h,
połud.-zach.","niewielki deszcz"
"Czwartek,
19 lis 19 dane archiwalne ","niebo niewidoczne / niewielki deszcz","10°C 7°C","983.92 hPa","31.5km/h,
zachodni","niewielki deszcz"
"Piątek,
20 lis 20 dane archiwalne ","pochmurnie / niewielki deszcz","7°C 7°C","979.59 hPa","25.25km/h,
zachodni","niewielki deszcz"
"Sobota,
21 lis 21 dane archiwalne ","częściowe zachmurzenie / brak opadów","5°C 4°C","977.59 hPa","11km/h,
północ.-wsch.","brak opadów"
"Niedziela,
22 lis 22 dane archiwalne ","niebo niewidoczne / opady deszczu","4°C 2°C","980.25 hPa","16.25km/h,
wschodni","opady deszczu"
"Poniedziałek,
23 lis 23 dane archiwalne ","niebo niewidoczne / niewielkie opady","2°C 0°C","993.58 hPa","10.75km/h,
zachodni","niewielkie opady"
"Wtorek,
24 lis 24 dane archiwalne ","zachmurzenie małe / brak opadów","2°C -1°C","1001.91 hPa","19.75km/h,
połud.-zach.","brak opadów"
"Środa,
25 lis 25 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","1°C -1°C","993.92 hPa","26km/h,
południowy","brak opadów"
"Czwartek,
26 lis 26 dane archiwalne ","pochmurnie / brak opadów","3°C -1°C","992.25 hPa","16.25km/h,
południowy","brak opadów"
"Piątek,
27 lis 27 dane archiwalne ","częściowe zachmurzenie / brak opadów","3°C 0°C","1000.59 hPa","19km/h,
połud.-zach.","brak opadów"
"Sobota,
28 lis 28 dane archiwalne ","zachmurzenie małe / brak opadów","1°C -1°C","992.59 hPa","25.25km/h,
południowy","brak opadów"
"Niedziela,
29 lis 29 dane archiwalne ","częściowe zachmurzenie / bez istotnych opadów","4°C -1°C","988.59 hPa","27km/h,
połud.-zach.","bez istotnych opadów"
"Poniedziałek,
30 lis 30 dane archiwalne ","pochmurnie / niewielki deszcz","5°C 4°C","980.92 hPa","37km/h,
zachodni","niewielki deszcz"
"Wtorek,
01 gru 01 dane archiwalne ","pochmurnie / opady deszczu","6°C 3°C","986.92 hPa","30.25km/h,
północ.-zach.","opady deszczu"
"Środa,
02 gru 02 dane archiwalne ","częściowe zachmurzenie / brak opadów","5°C 2°C","1000.92 hPa","21.5km/h,
zachodni","brak opadów"
"Czwartek,
03 gru 03 dane archiwalne ","niebo niewidoczne / niewielki deszcz","8°C 4°C","1006.58 hPa","19km/h,
połud.-zach.","niewielki deszcz"
"Piątek,
04 gru 04 dane archiwalne ","niebo niewidoczne / brak opadów","7°C 5°C","1004.92 hPa","27km/h,
południowy","brak opadów"
"Sobota,
05 gru 05 dane archiwalne ","niebo niewidoczne / brak opadów","7°C 6°C","1004.25 hPa","33km/h,
połud.-zach.","brak opadów"
"Niedziela,
06 gru 06 dane archiwalne ","niebo niewidoczne / brak opadów","8°C 6°C","998.91 hPa","36km/h,
połud.-zach.","brak opadów"
"Poniedziałek,
07 gru 07 dane archiwalne ","niebo niewidoczne / brak opadów","8°C 7°C","1005.25 hPa","31.25km/h,
zachodni","brak opadów"
"Wtorek,
08 gru 08 dane archiwalne ","częściowe zachmurzenie / brak opadów","5°C 2°C","1016.92 hPa","12.5km/h,
południowy","brak opadów"
"Środa,
09 gru 09 dane archiwalne ","pochmurnie / brak opadów","6°C 2°C","1010.58 hPa","22.75km/h,
połud.-zach.","brak opadów"
"Czwartek,
10 gru 10 dane archiwalne ","zachmurzenie małe / brak opadów","5°C 5°C","1012.59 hPa","24.5km/h,
połud.-zach.","brak opadów"
"Piątek,
11 gru 11 dane archiwalne ","niebo niewidoczne / niewielkie opady","3°C 2°C","1003.25 hPa","29km/h,
połud.-zach.","niewielkie opady"
"Sobota,
12 gru 12 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","5°C 3°C","994.25 hPa","29.5km/h,
zachodni","niewielki deszcz"
"Niedziela,
13 gru 13 dane archiwalne ","niebo niewidoczne / opady deszczu","4°C 4°C","992.59 hPa","21km/h,
połud.-wsch.","opady deszczu"
"Poniedziałek,
14 gru 14 dane archiwalne ","częściowe zachmurzenie / brak opadów","2°C 0°C","1003.92 hPa","17km/h,
północ.-zach.","brak opadów"
"Wtorek,
15 gru 15 dane archiwalne ","pochmurnie / niewielkie opady","1°C -1°C","1008.92 hPa","11.75km/h,
połud.-wsch.","niewielkie opady"
"Środa,
16 gru 16 dane archiwalne ","bezchmurnie / brak opadów","1°C -2°C","1012.59 hPa","11.75km/h,
południowy","brak opadów"
"Czwartek,
17 gru 17 dane archiwalne ","niebo niewidoczne / niewielki deszcz","4°C -1°C","1004.58 hPa","21km/h,
połud.-zach.","niewielki deszcz"
"Piątek,
18 gru 18 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","10°C 6°C","998.58 hPa","21km/h,
połud.-zach.","bez istotnych opadów"
"Sobota,
19 gru 19 dane archiwalne ","niebo niewidoczne / niewielki deszcz","9°C 8°C","1000.92 hPa","24.25km/h,
połud.-zach.","niewielki deszcz"
"Niedziela,
20 gru 20 dane archiwalne ","niebo niewidoczne / brak opadów","10°C 8°C","1002.25 hPa","20.75km/h,
połud.-zach.","brak opadów"
"Poniedziałek,
21 gru 21 dane archiwalne ","niebo niewidoczne / opady deszczu","9°C 7°C","999.25 hPa","23.5km/h,
połud.-zach.","opady deszczu"
"Wtorek,
22 gru 22 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","8°C 7°C","995.58 hPa","33.25km/h,
zachodni","niewielki deszcz"
"Środa,
23 gru 23 dane archiwalne ","niebo niewidoczne / niewielki deszcz","11°C 7°C","997.25 hPa","29.75km/h,
połud.-zach.","niewielki deszcz"
"Czwartek,
24 gru 24 dane archiwalne ","częściowe zachmurzenie / brak opadów","6°C 6°C","1006.58 hPa","24.25km/h,
połud.-zach.","brak opadów"
"Piątek,
25 gru 25 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","7°C 4°C","1003.25 hPa","28km/h,
zachodni","niewielki deszcz"
"Sobota,
26 gru 26 dane archiwalne ","niebo niewidoczne / opady deszczu","8°C 3°C","1000.92 hPa","18.25km/h,
połud.-zach.","opady deszczu"
"Niedziela,
27 gru 27 dane archiwalne ","niebo niewidoczne / niewielki deszcz","8°C 4°C","1003.25 hPa","17km/h,
połud.-wsch.","niewielki deszcz"
"Poniedziałek,
28 gru 28 dane archiwalne ","niebo niewidoczne / niewielki deszcz","6°C 7°C","1006.92 hPa","21.5km/h,
północ.-zach.","niewielki deszcz"
"Wtorek,
29 gru 29 dane archiwalne ","zachmurzenie małe / brak opadów","0°C -1°C","1020.58 hPa","23.5km/h,
połud.-wsch.","brak opadów"
"Środa,
30 gru 30 dane archiwalne ","bezchmurnie / brak opadów","-1°C -2°C","1023.25 hPa","21.75km/h,
południowy","brak opadów"
"Czwartek,
31 gru 31 dane archiwalne ","częściowe zachmurzenie / brak opadów","-2°C -4°C","1015.92 hPa","29km/h,
południowy","brak opadów"
"Piątek,
01 sty 01 dane archiwalne ","bezchmurnie / brak opadów","-3°C -4°C","1010.58 hPa","20km/h,
połud.-wsch.","brak opadów"
"Sobota,
02 sty 02 dane archiwalne ","częściowe zachmurzenie / brak opadów","-5°C -6°C","1013.92 hPa","22.5km/h,
połud.-wsch.","brak opadów"
"Niedziela,
03 sty 03 dane archiwalne ","bezchmurnie / brak opadów","-7°C -8°C","1013.25 hPa","23.5km/h,
połud.-wsch.","brak opadów"
"Poniedziałek,
04 sty 04 dane archiwalne ","częściowe zachmurzenie / brak opadów","-8°C -10°C","996.92 hPa","18km/h,
połud.-wsch.","brak opadów"
"Wtorek,
05 sty 05 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","-8°C -10°C","987.25 hPa","13.5km/h,
połud.-wsch.","brak opadów"
"Środa,
06 sty 06 dane archiwalne ","bezchmurnie / brak opadów","-8°C -11°C","990.59 hPa","12.5km/h,
wschodni","brak opadów"
"Czwartek,
07 sty 07 dane archiwalne ","częściowe zachmurzenie / brak opadów","-7°C -9°C","991.59 hPa","22km/h,
wschodni","brak opadów"
"Piątek,
08 sty 08 dane archiwalne ","niebo niewidoczne / niewielkie opady śniegu","-4°C -9°C","985.92 hPa","22.75km/h,
połud.-wsch.","niewielkie opady śniegu"
"Sobota,
09 sty 09 dane archiwalne ","pochmurnie / bez istotnych opadów","0°C -4°C","985.92 hPa","8.75km/h,
zachodni","bez istotnych opadów"
"Niedziela,
10 sty 10 dane archiwalne ","pochmurnie / brak opadów","-1°C -3°C","988.92 hPa","19.75km/h,
połud.-wsch.","brak opadów"
"Poniedziałek,
11 sty 11 dane archiwalne ","niebo niewidoczne / opady","1°C -1°C","979.26 hPa","20.75km/h,
połud.-wsch.","opady"
"Wtorek,
12 sty 12 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","1°C -1°C","974.25 hPa","10.75km/h,
północny","bez istotnych opadów"
"Środa,
13 sty 13 dane archiwalne ","niebo niewidoczne / niewielkie opady","0°C -2°C","980.25 hPa","12.75km/h,
północny","niewielkie opady"
"Czwartek,
14 sty 14 dane archiwalne ","pochmurnie / bez istotnych opadów","0°C -5°C","991.59 hPa","18km/h,
zachodni","bez istotnych opadów"
"Piątek,
15 sty 15 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","0°C -2°C","992.25 hPa","10.75km/h,
wschodni","bez istotnych opadów"
"Sobota,
16 sty 16 dane archiwalne ","pochmurnie z przejaśnieniami / bez istotnych opadów","-2°C -5°C","997.58 hPa","13.5km/h,
północny","bez istotnych opadów"
"Niedziela,
17 sty 17 dane archiwalne ","częściowe zachmurzenie / niewielkie opady śniegu","-2°C -6°C","1000.92 hPa","11.75km/h,
północ.-zach.","niewielkie opady śniegu"
"Poniedziałek,
18 sty 18 dane archiwalne ","zachmurzenie małe / brak opadów","-3°C -7°C","1002.25 hPa","16km/h,
zachodni","brak opadów"
"Wtorek,
19 sty 19 dane archiwalne ","niebo niewidoczne / niewielkie opady śniegu","-4°C -8°C","997.59 hPa","21km/h,
połud.-zach.","niewielkie opady śniegu"
"Środa,
20 sty 20 dane archiwalne ","niebo niewidoczne / niewielkie opady śniegu","-2°C -7°C","991.59 hPa","23.5km/h,
połud.-zach.","niewielkie opady śniegu"
"Czwartek,
21 sty 21 dane archiwalne ","pochmurnie / niewielkie opady śniegu","-1°C -5°C","999.25 hPa","17km/h,
północny","niewielkie opady śniegu"
"Piątek,
22 sty 22 dane archiwalne ","częściowe zachmurzenie / brak opadów","-2°C -5°C","1012.92 hPa","15km/h,
północ.-zach.","brak opadów"
"Sobota,
23 sty 23 dane archiwalne ","częściowe zachmurzenie / brak opadów","-6°C -9°C","1011.91 hPa","18km/h,
południowy","brak opadów"
"Niedziela,
24 sty 24 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","1°C -8°C","1010.25 hPa","16km/h,
zachodni","bez istotnych opadów"
"Poniedziałek,
25 sty 25 dane archiwalne ","niebo niewidoczne / niewielkie opady","2°C 0°C","1004.25 hPa","15.25km/h,
połud.-zach.","niewielkie opady"
"Wtorek,
26 sty 26 dane archiwalne ","niebo niewidoczne / niewielki deszcz","5°C 1°C","1001.25 hPa","19km/h,
połud.-zach.","niewielki deszcz"
"Środa,
27 sty 27 dane archiwalne ","niebo niewidoczne / niewielki deszcz","8°C 2°C","994.91 hPa","25.25km/h,
połud.-zach.","niewielki deszcz"
"Czwartek,
28 sty 28 dane archiwalne ","niebo niewidoczne / niewielki deszcz","9°C 7°C","990.59 hPa","31.5km/h,
zachodni","niewielki deszcz"
"Piątek,
29 sty 29 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","4°C 1°C","1000.25 hPa","30.5km/h,
połud.-zach.","brak opadów"
"Sobota,
30 sty 30 dane archiwalne ","niebo niewidoczne / niewielki deszcz","7°C 4°C","992.25 hPa","31.25km/h,
połud.-zach.","niewielki deszcz"
"Niedziela,
31 sty 31 dane archiwalne ","pochmurnie / niewielkie opady","3°C 3°C","981.59 hPa","31.5km/h,
zachodni","niewielkie opady"
"Poniedziałek,
01 lut 01 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","3°C 1°C","986.92 hPa","24.5km/h,
zachodni","brak opadów"
"Wtorek,
02 lut 02 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","7°C 3°C","985.25 hPa","33km/h,
zachodni","bez istotnych opadów"
"Środa,
03 lut 03 dane archiwalne ","niebo niewidoczne / niewielki deszcz","5°C 4°C","982.59 hPa","39.75km/h,
zachodni","niewielki deszcz"
"Czwartek,
04 lut 04 dane archiwalne ","niebo niewidoczne / niewielki deszcz","3°C 1°C","989.92 hPa","29.75km/h,
zachodni","niewielki deszcz"
"Piątek,
05 lut 05 dane archiwalne ","zachmurzenie małe / brak opadów","2°C -1°C","997.92 hPa","23.5km/h,
zachodni","brak opadów"
"Sobota,
06 lut 06 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","4°C -1°C","1000.58 hPa","20km/h,
połud.-zach.","bez istotnych opadów"
"Niedziela,
07 lut 07 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","6°C 3°C","992.59 hPa","23.5km/h,
południowy","brak opadów"
"Poniedziałek,
08 lut 08 dane archiwalne ","pochmurnie z przejaśnieniami / bez istotnych opadów","7°C 3°C","985.25 hPa","25.25km/h,
południowy","bez istotnych opadów"
"Wtorek,
09 lut 09 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","6°C 6°C","976.92 hPa","28.75km/h,
połud.-zach.","niewielki deszcz"
"Środa,
10 lut 10 dane archiwalne ","niebo niewidoczne / brak opadów","7°C 4°C","971.59 hPa","22.25km/h,
połud.-zach.","brak opadów"
"Czwartek,
11 lut 11 dane archiwalne ","niebo niewidoczne / brak opadów","4°C 2°C","976.92 hPa","11km/h,
zachodni","brak opadów"
"Piątek,
12 lut 12 dane archiwalne ","pochmurnie / niewielki deszcz","3°C 0°C","982.59 hPa","17km/h,
połud.-zach.","niewielki deszcz"
"Sobota,
13 lut 13 dane archiwalne ","zachmurzenie małe / brak opadów","4°C 0°C","983.92 hPa","11.75km/h,
połud.-wsch.","brak opadów"
"Niedziela,
14 lut 14 dane archiwalne ","pochmurnie / bez istotnych opadów","3°C -1°C","977.92 hPa","10km/h,
wschodni","bez istotnych opadów"
"Poniedziałek,
15 lut 15 dane archiwalne ","niebo niewidoczne / niewielki deszcz","5°C 1°C","985.25 hPa","12.5km/h,
północ.-wsch.","niewielki deszcz"
"Wtorek,
16 lut 16 dane archiwalne ","pochmurnie / niewielkie opady","2°C 2°C","1007.59 hPa","21.5km/h,
północny","niewielkie opady"
"Środa,
17 lut 17 dane archiwalne ","bezchmurnie / brak opadów","2°C -2°C","1017.59 hPa","12.5km/h,
połud.-wsch.","brak opadów"
"Czwartek,
18 lut 18 dane archiwalne ","niebo niewidoczne / brak opadów","4°C -1°C","1001.59 hPa","21.75km/h,
południowy","brak opadów"
"Piątek,
19 lut 19 dane archiwalne ","niebo niewidoczne / niewielkie opady","3°C -1°C","999.92 hPa","11.5km/h,
północny","niewielkie opady"
"Sobota,
20 lut 20 dane archiwalne ","pochmurnie / brak opadów","3°C -1°C","996.58 hPa","18.75km/h,
połud.-zach.","brak opadów"
